composition,status,required_annual_return,comparison_horizon_years,observed_upper_return
INF174K01LT0|INF174K01LT0=1.0000,within_observed_terrain,0.0796141669863224,3,0.4827472049816095
"INF109K01BL4,INF966L01887|INF109K01BL4=0.3500,INF966L01887=0.6500",within_observed_terrain,0.0796141669863224,3,0.45785325057626514
"INF109K01BL4,INF966L01887|INF109K01BL4=0.4000,INF966L01887=0.6000",within_observed_terrain,0.0796141669863224,3,0.45072168887694675
"INF109K01BL4,INF966L01887|INF109K01BL4=0.4500,INF966L01887=0.5500",within_observed_terrain,0.0796141669863224,3,0.4432675176678824
"INF174K01187,INF879O01100|INF174K01187=0.0000,INF879O01100=1.0000",within_observed_terrain,0.0796141669863224,3,0.37512027168491935
"INF174K01187,INF879O01100|INF174K01187=0.0500,INF879O01100=0.9500",within_observed_terrain,0.0796141669863224,3,0.35810221284342725
"INF174K01187,INF879O01100|INF174K01187=0.1000,INF879O01100=0.9000",within_observed_terrain,0.0796141669863224,3,0.3493967358302885
"INF174K01187,INF879O01100|INF174K01187=0.1500,INF879O01100=0.8500",within_observed_terrain,0.0796141669863224,3,0.34410800544945186
"INF174K01187,INF879O01100|INF174K01187=0.2000,INF879O01100=0.8000",within_observed_terrain,0.0796141669863224,3,0.3405542860923423
"INF174K01187,INF879O01100|INF174K01187=0.2500,INF879O01100=0.7500",within_observed_terrain,0.0796141669863224,3,0.33800204528781586
"INF174K01187,INF879O01100|INF174K01187=0.3000,INF879O01100=0.7000",within_observed_terrain,0.0796141669863224,3,0.33608019948822676
"INF174K01187,INF879O01100|INF174K01187=0.3500,INF879O01100=0.6500",within_observed_terrain,0.0796141669863224,3,0.3345808524872673
"INF174K01187,INF879O01100|INF174K01187=0.4000,INF879O01100=0.6000",within_observed_terrain,0.0796141669863224,3,0.33337847316582603
"INF174K01187,INF879O01100|INF174K01187=0.4500,INF879O01100=0.5500",within_observed_terrain,0.0796141669863224,3,0.33239278046020204
"INF174K01187,INF879O01100|INF174K01187=0.5000,INF879O01100=0.5000",within_observed_terrain,0.0796141669863224,3,0.33157003925079964
"INF174K01187,INF879O01100|INF174K01187=0.5500,INF879O01100=0.4500",within_observed_terrain,0.0796141669863224,3,0.33087292567422577
"INF174K01187,INF879O01100|INF174K01187=0.6000,INF879O01100=0.4000",within_observed_terrain,0.0796141669863224,3,0.3302747062139497
"INF174K01187,INF879O01100|INF174K01187=0.6500,INF879O01100=0.3500",within_observed_terrain,0.0796141669863224,3,0.3297557302690999
"INF174K01187,INF879O01100|INF174K01187=0.7000,INF879O01100=0.3000",within_observed_terrain,0.0796141669863224,3,0.3293012301059641
"INF174K01187,INF879O01100|INF174K01187=0.7500,INF879O01100=0.2500",within_observed_terrain,0.0796141669863224,3,0.32889989289564925
"INF174K01187,INF879O01100|INF174K01187=0.8000,INF879O01100=0.2000",within_observed_terrain,0.0796141669863224,3,0.32854290618598925
"INF174K01187,INF879O01100|INF174K01187=0.8500,INF879O01100=0.1500",within_observed_terrain,0.0796141669863224,3,0.32822330326900806
"INF174K01187,INF879O01100|INF174K01187=0.9000,INF879O01100=0.1000",within_observed_terrain,0.0796141669863224,3,0.32793550398702287
"INF174K01187,INF879O01100|INF174K01187=0.9500,INF879O01100=0.0500",within_observed_terrain,0.0796141669863224,3,0.32767498613106283
"INF174K01187,INF879O01100|INF174K01187=1.0000,INF879O01100=0.0000",within_observed_terrain,0.0796141669863224,3,0.32743804606233673
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.0000,INF174K01LT0=1.0000",within_observed_terrain,0.0796141669863224,3,0.4827472049816095
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.0500,INF174K01LT0=0.9500",within_observed_terrain,0.0796141669863224,3,0.4777678908613159
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.1000,INF174K01LT0=0.9000",within_observed_terrain,0.0796141669863224,3,0.4732983729102822
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.1500,INF174K01LT0=0.8500",within_observed_terrain,0.0796141669863224,3,0.4692640306667861
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.2000,INF174K01LT0=0.8000",within_observed_terrain,0.0796141669863224,3,0.46560415264717747
"INF174K01KT2,INF174K01LT0|INF174K01KT2=0.2500,INF174K01LT0=0.7500",within_observed_terrain,0.0796141669863224,3,0.4622688353307669
"INF174K01KT2,INF879O01100|INF174K01KT2=0.0000,INF879O01100=1.0000",within_observed_terrain,0.0796141669863224,3,0.37512027168491935
"INF174K01KT2,INF879O01100|INF174K01KT2=0.0500,INF879O01100=0.9500",within_observed_terrain,0.0796141669863224,3,0.4065917863397992
"INF174K01KT2,INF879O01100|INF174K01KT2=0.1000,INF879O01100=0.9000",within_observed_terrain,0.0796141669863224,3,0.42566078610125757
"INF174K01KT2,INF879O01100|INF174K01KT2=0.1500,INF879O01100=0.8500",within_observed_terrain,0.0796141669863224,3,0.43846059077108457
"INF174K01KT2,INF879O01100|INF174K01KT2=0.2000,INF879O01100=0.8000",within_observed_terrain,0.0796141669863224,3,0.4476490705997844
"INF174K01KT2,INF879O01100|INF174K01KT2=0.2500,INF879O01100=0.7500",within_observed_terrain,0.0796141669863224,3,0.4545666543912945
"INF174K01KT2,INF879O01100|INF174K01KT2=0.3000,INF879O01100=0.7000",within_observed_terrain,0.0796141669863224,3,0.4599630693357033
"INF174K01KT2,INF879O01100|INF174K01KT2=0.3500,INF879O01100=0.6500",within_observed_terrain,0.0796141669863224,3,0.4642905875515069
"INF174K01KT2,INF879O01100|INF174K01KT2=0.4000,INF879O01100=0.6000",within_observed_terrain,0.0796141669863224,3,0.46783828947184647
"INF174K01KT2,INF879O01100|INF174K01KT2=0.4500,INF879O01100=0.5500",within_observed_terrain,0.0796141669863224,3,0.47079960174106317
"INF174K01KT2,INF879O01100|INF174K01KT2=0.5000,INF879O01100=0.5000",within_observed_terrain,0.0796141669863224,3,0.47330884874913304
"INF174K01KT2,INF879O01100|INF174K01KT2=0.5500,INF879O01100=0.4500",within_observed_terrain,0.0796141669863224,3,0.47546222955591033
"INF174K01KT2,INF879O01100|INF174K01KT2=0.6000,INF879O01100=0.4000",within_observed_terrain,0.0796141669863224,3,0.47733045083823744
"INF174K01KT2,INF879O01100|INF174K01KT2=0.6500,INF879O01100=0.3500",within_observed_terrain,0.0796141669863224,3,0.478966647966901
"INF174K01KT2,INF879O01100|INF174K01KT2=0.7000,INF879O01100=0.3000",within_observed_terrain,0.0796141669863224,3,0.48055964324926426
"INF174K01KT2,INF879O01100|INF174K01KT2=0.7500,INF879O01100=0.2500",within_observed_terrain,0.0796141669863224,3,0.4823508101894709
"INF174K01KT2,INF879O01100|INF174K01KT2=0.8000,INF879O01100=0.2000",within_observed_terrain,0.0796141669863224,3,0.48395572688417965
"INF174K01KT2,INF879O01100|INF174K01KT2=0.8500,INF879O01100=0.1500",within_observed_terrain,0.0796141669863224,3,0.485402014282601
"INF174K01KT2,INF879O01100|INF174K01KT2=0.9000,INF879O01100=0.1000",within_observed_terrain,0.0796141669863224,3,0.48671208789407294
"INF174K01KT2,INF879O01100|INF174K01KT2=0.9500,INF879O01100=0.0500",within_observed_terrain,0.0796141669863224,3,0.4879043291135423
"INF174K01KT2,INF879O01100|INF174K01KT2=1.0000,INF879O01100=0.0000",within_observed_terrain,0.0796141669863224,3,0.48899395382776745
"INF174K01KT2,INF966L01986|INF174K01KT2=0.0000,INF966L01986=1.0000",within_observed_terrain,0.0796141669863224,3,0.558262300460258
"INF174K01KT2,INF966L01986|INF174K01KT2=0.0500,INF966L01986=0.9500",within_observed_terrain,0.0796141669863224,3,0.5553169635888273
"INF174K01KT2,INF966L01986|INF174K01KT2=0.1000,INF966L01986=0.9000",within_observed_terrain,0.0796141669863224,3,0.5523157244002677
"INF174K01KT2,INF966L01986|INF174K01KT2=0.1500,INF966L01986=0.8500",within_observed_terrain,0.0796141669863224,3,0.5492569300179566
"INF174K01KT2,INF966L01986|INF174K01KT2=0.2000,INF966L01986=0.8000",within_observed_terrain,0.0796141669863224,3,0.5461388597938017
"INF174K01KT2,INF966L01986|INF174K01KT2=0.2500,INF966L01986=0.7500",within_observed_terrain,0.0796141669863224,3,0.5429597216938515
"INF174K01LS2,INF174K01LT0|INF174K01LS2=0.0000,INF174K01LT0=1.0000",within_observed_terrain,0.0796141669863224,3,0.4827472049816095
"INF174K01LS2,INF174K01LT0|INF174K01LS2=0.0500,INF174K01LT0=0.9500",within_observed_terrain,0.0796141669863224,3,0.47373567590923726
"INF174K01LS2,INF174K01LT0|INF174K01LS2=0.1000,INF174K01LT0=0.9000",within_observed_terrain,0.0796141669863224,3,0.464800537885975
"INF174K01LS2,INF174K01LT0|INF174K01LS2=0.1500,INF174K01LT0=0.8500",within_observed_terrain,0.0796141669863224,3,0.4559395183508026
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.0000,INF846K01K35=1.0000",within_observed_terrain,0.0796141669863224,3,0.41270793671689865
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.0500,INF846K01K35=0.9500",within_observed_terrain,0.0796141669863224,3,0.4055694400338574
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.1000,INF846K01K35=0.9000",within_observed_terrain,0.0796141669863224,3,0.3984407337942779
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.1500,INF846K01K35=0.8500",within_observed_terrain,0.0796141669863224,3,0.3913210620865011
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.2000,INF846K01K35=0.8000",within_observed_terrain,0.0796141669863224,3,0.3854484843297732
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.2500,INF846K01K35=0.7500",within_observed_terrain,0.0796141669863224,3,0.38061575283602855
"INF174K01LS2,INF846K01K35|INF174K01LS2=0.3000,INF846K01K35=0.7000",within_observed_terrain,0.0796141669863224,3,0.37576824964467415
"INF174K01LS2,INF879O01027|INF174K01LS2=0.0000,INF879O01027=1.0000",within_observed_terrain,0.0796141669863224,3,0.3764425199654904
"INF174K01LS2,INF879O01027|INF174K01LS2=0.0500,INF879O01027=0.9500",within_observed_terrain,0.0796141669863224,3,0.37220630386829967
"INF174K01LS2,INF879O01027|INF174K01LS2=0.1000,INF879O01027=0.9000",within_observed_terrain,0.0796141669863224,3,0.3680615609084885
"INF174K01LS2,INF879O01027|INF174K01LS2=0.1500,INF879O01027=0.8500",within_observed_terrain,0.0796141669863224,3,0.36400521302739897
"INF174K01LS2,INF879O01100|INF174K01LS2=0.0000,INF879O01100=1.0000",within_observed_terrain,0.0796141669863224,3,0.37512027168491935
"INF174K01LS2,INF879O01100|INF174K01LS2=0.0500,INF879O01100=0.9500",within_observed_terrain,0.0796141669863224,3,0.3653829464254459
"INF174K01LS2,INF879O01100|INF174K01LS2=0.1000,INF879O01100=0.9000",within_observed_terrain,0.0796141669863224,3,0.3573543428775863
"INF174K01LS2,INF879O01100|INF174K01LS2=0.1500,INF879O01100=0.8500",within_observed_terrain,0.0796141669863224,3,0.3506200922727749
"INF174K01LS2,INF879O01100|INF174K01LS2=0.2000,INF879O01100=0.8000",within_observed_terrain,0.0796141669863224,3,0.34489000308963513
"INF174K01LS2,INF879O01100|INF174K01LS2=0.2500,INF879O01100=0.7500",within_observed_terrain,0.0796141669863224,3,0.33995472326329246
"INF174K01LS2,INF879O01100|INF174K01LS2=0.3000,INF879O01100=0.7000",within_observed_terrain,0.0796141669863224,3,0.33565938903865167
"INF174K01LS2,INF879O01100|INF174K01LS2=0.3500,INF879O01100=0.6500",within_observed_terrain,0.0796141669863224,3,0.3318869613408506
"INF174K01LS2,INF879O01100|INF174K01LS2=0.4000,INF879O01100=0.6000",within_observed_terrain,0.0796141669863224,3,0.32854733077518206
"INF174K01LS2,INF879O01100|INF174K01LS2=0.4500,INF879O01100=0.5500",within_observed_terrain,0.0796141669863224,3,0.3255699865938957
"INF174K01LS2,INF879O01100|INF174K01LS2=0.5000,INF879O01100=0.5000",within_observed_terrain,0.0796141669863224,3,0.32289895876516117
"INF174K01LS2,INF879O01100|INF174K01LS2=0.5500,INF879O01100=0.4500",within_observed_terrain,0.0796141669863224,3,0.3204892506934762
"INF174K01LS2,INF879O01100|INF174K01LS2=0.6000,INF879O01100=0.4000",within_observed_terrain,0.0796141669863224,3,0.31830427371857306
"INF174K01LS2,INF879O01100|INF174K01LS2=0.6500,INF879O01100=0.3500",within_observed_terrain,0.0796141669863224,3,0.3163139696600732
"INF174K01LS2,INF879O01100|INF174K01LS2=0.7000,INF879O01100=0.3000",within_observed_terrain,0.0796141669863224,3,0.31449341521663676
"INF174K01LS2,INF879O01100|INF174K01LS2=0.7500,INF879O01100=0.2500",within_observed_terrain,0.0796141669863224,3,0.31282176978261855
"INF174K01LS2,INF879O01100|INF174K01LS2=0.8000,INF879O01100=0.2000",within_observed_terrain,0.0796141669863224,3,0.31128147192934863
"INF174K01LS2,INF879O01100|INF174K01LS2=0.8500,INF879O01100=0.1500",within_observed_terrain,0.0796141669863224,3,0.30985761855643124
"INF174K01LS2,INF879O01100|INF174K01LS2=0.9000,INF879O01100=0.1000",within_observed_terrain,0.0796141669863224,3,0.3085374800122951
"INF174K01LS2,INF879O01100|INF174K01LS2=0.9500,INF879O01100=0.0500",within_observed_terrain,0.0796141669863224,3,0.3073101176526911
"INF174K01LS2,INF879O01100|INF174K01LS2=1.0000,INF879O01100=0.0000",within_observed_terrain,0.0796141669863224,3,0.3061660794380898
"INF174K01LS2,INF966L01614|INF174K01LS2=0.0000,INF966L01614=1.0000",within_observed_terrain,0.0796141669863224,3,0.5077290294589674
"INF174K01LS2,INF966L01614|INF174K01LS2=0.0500,INF966L01614=0.9500",within_observed_terrain,0.0796141669863224,3,0.5058425647167579
"INF174K01LS2,INF966L01614|INF174K01LS2=0.1000,INF966L01614=0.9000",within_observed_terrain,0.0796141669863224,3,0.5037879844165303
"INF174K01LS2,INF966L01614|INF174K01LS2=0.1500,INF966L01614=0.8500",within_observed_terrain,0.0796141669863224,3,0.5015417500437331
"INF174K01LS2,INF966L01689|INF174K01LS2=0.0000,INF966L01689=1.0000",within_observed_terrain,0.0796141669863224,3,0.715869553988792
"INF174K01LS2,INF966L01689|INF174K01LS2=0.0500,INF966L01689=0.9500",within_observed_terrain,0.0796141669863224,3,0.7013638898992889
"INF174K01LS2,INF966L01887|INF174K01LS2=0.0000,INF966L01887=1.0000",within_observed_terrain,0.0796141669863224,3,0.5003062962150486
"INF174K01LS2,INF966L01887|INF174K01LS2=0.0500,INF966L01887=0.9500",within_observed_terrain,0.0796141669863224,3,0.4947411391736416
"INF174K01LS2,INF966L01887|INF174K01LS2=0.1000,INF966L01887=0.9000",within_observed_terrain,0.0796141669863224,3,0.4889241336057817
"INF174K01LS2,INF966L01887|INF174K01LS2=0.1500,INF966L01887=0.8500",within_observed_terrain,0.0796141669863224,3,0.48283740860281177
"INF174K01LS2,INF966L01887|INF174K01LS2=0.2000,INF966L01887=0.8000",within_observed_terrain,0.0796141669863224,3,0.47646132097146654
"INF174K01LS2,INF966L01887|INF174K01LS2=0.2500,INF966L01887=0.7500",within_observed_terrain,0.0796141669863224,3,0.46977422439907857
"INF174K01LS2,INF966L01887|INF174K01LS2=0.3000,INF966L01887=0.7000",within_observed_terrain,0.0796141669863224,3,0.46275220063995315
"INF174K01LS2,INF966L01887|INF174K01LS2=0.3500,INF966L01887=0.6500",within_observed_terrain,0.0796141669863224,3,0.45536874503856617
"INF174K01LS2,INF966L01887|INF174K01LS2=0.4000,INF966L01887=0.6000",within_observed_terrain,0.0796141669863224,3,0.4475943968306446
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.0500,INF769K01DM9=0.9500",within_observed_terrain,0.0796141669863224,3,0.3706095484930425
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.1000,INF769K01DM9=0.9000",within_observed_terrain,0.0796141669863224,3,0.3736900021599412
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.1500,INF769K01DM9=0.8500",within_observed_terrain,0.0796141669863224,3,0.37641010541168995
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.2000,INF769K01DM9=0.8000",within_observed_terrain,0.0796141669863224,3,0.37882963082193766
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.2500,INF769K01DM9=0.7500",within_observed_terrain,0.0796141669863224,3,0.3809958171438492
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.3000,INF769K01DM9=0.7000",within_observed_terrain,0.0796141669863224,3,0.3829464925262851
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.3500,INF769K01DM9=0.6500",within_observed_terrain,0.0796141669863224,3,0.384712307751933
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.4000,INF769K01DM9=0.6000",within_observed_terrain,0.0796141669863224,3,0.38631836207350645
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.4500,INF769K01DM9=0.5500",within_observed_terrain,0.0796141669863224,3,0.3877854060974346
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.5000,INF769K01DM9=0.5000",within_observed_terrain,0.0796141669863224,3,0.38913074479084586
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.5500,INF769K01DM9=0.4500",within_observed_terrain,0.0796141669863224,3,0.3903689243780304
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.6000,INF769K01DM9=0.4000",within_observed_terrain,0.0796141669863224,3,0.3915122611694537
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.6500,INF769K01DM9=0.3500",within_observed_terrain,0.0796141669863224,3,0.3925712532036816
"INF174K01LT0,INF769K01DM9|INF174K01LT0=0.7000,INF769K01DM9=0.3000",within_observed_terrain,0.0796141669863224,3,0.3935549039269861
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.0000,INF846K01K35=1.0000",within_observed_terrain,0.0796141669863224,3,0.41270793671689865
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.0500,INF846K01K35=0.9500",within_observed_terrain,0.0796141669863224,3,0.41079074809051996
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.1000,INF846K01K35=0.9000",within_observed_terrain,0.0796141669863224,3,0.4089146080721713
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.1500,INF846K01K35=0.8500",within_observed_terrain,0.0796141669863224,3,0.4070781994252881
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.2000,INF846K01K35=0.8000",within_observed_terrain,0.0796141669863224,3,0.40644040436744455
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.2500,INF846K01K35=0.7500",within_observed_terrain,0.0796141669863224,3,0.40603545710490785
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.3000,INF846K01K35=0.7000",within_observed_terrain,0.0796141669863224,3,0.4056388699201521
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.3500,INF846K01K35=0.6500",within_observed_terrain,0.0796141669863224,3,0.40525038644691214
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.4000,INF846K01K35=0.6000",within_observed_terrain,0.0796141669863224,3,0.40486976069979175
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.4500,INF846K01K35=0.5500",within_observed_terrain,0.0796141669863224,3,0.40449675655386463
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.5000,INF846K01K35=0.5000",within_observed_terrain,0.0796141669863224,3,0.404131147255286
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.5500,INF846K01K35=0.4500",within_observed_terrain,0.0796141669863224,3,0.40377271496077327
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.6000,INF846K01K35=0.4000",within_observed_terrain,0.0796141669863224,3,0.4034212503039951
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.6500,INF846K01K35=0.3500",within_observed_terrain,0.0796141669863224,3,0.4030765519870434
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.7000,INF846K01K35=0.3000",within_observed_terrain,0.0796141669863224,3,0.4027384263953171
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.7500,INF846K01K35=0.2500",within_observed_terrain,0.0796141669863224,3,0.40240668723426287
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.8000,INF846K01K35=0.2000",within_observed_terrain,0.0796141669863224,3,0.40208115518654286
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.8500,INF846K01K35=0.1500",within_observed_terrain,0.0796141669863224,3,0.4017616575882952
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.9000,INF846K01K35=0.1000",within_observed_terrain,0.0796141669863224,3,0.4014480281232633
"INF174K01LT0,INF846K01K35|INF174K01LT0=0.9500,INF846K01K35=0.0500",within_observed_terrain,0.0796141669863224,3,0.4011401065336504
"INF174K01LT0,INF846K01K35|INF174K01LT0=1.0000,INF846K01K35=0.0000",within_observed_terrain,0.0796141669863224,3,0.401719312604907
"INF174K01LT0,INF879O01027|INF174K01LT0=0.0000,INF879O01027=1.0000",within_observed_terrain,0.0796141669863224,3,0.3764425199654904
"INF174K01LT0,INF879O01027|INF174K01LT0=0.0500,INF879O01027=0.9500",within_observed_terrain,0.0796141669863224,3,0.37807265708369897
"INF174K01LT0,INF879O01027|INF174K01LT0=0.1000,INF879O01027=0.9000",within_observed_terrain,0.0796141669863224,3,0.37961992864437266
"INF174K01LT0,INF879O01027|INF174K01LT0=0.1500,INF879O01027=0.8500",within_observed_terrain,0.0796141669863224,3,0.3810905037836596
"INF174K01LT0,INF879O01027|INF174K01LT0=0.2000,INF879O01027=0.8000",within_observed_terrain,0.0796141669863224,3,0.3824899534178632
"INF174K01LT0,INF879O01027|INF174K01LT0=0.2500,INF879O01027=0.7500",within_observed_terrain,0.0796141669863224,3,0.3838233211165907
"INF174K01LT0,INF879O01027|INF174K01LT0=0.3000,INF879O01027=0.7000",within_observed_terrain,0.0796141669863224,3,0.38509518412275834
"INF174K01LT0,INF879O01027|INF174K01LT0=0.3500,INF879O01027=0.6500",within_observed_terrain,0.0796141669863224,3,0.38630970608300363
"INF174K01LT0,INF879O01027|INF174K01LT0=0.4000,INF879O01027=0.6000",within_observed_terrain,0.0796141669863224,3,0.38747068277451113
"INF174K01LT0,INF879O01027|INF174K01LT0=0.4500,INF879O01027=0.5500",within_observed_terrain,0.0796141669863224,3,0.38858158189098324
"INF174K01LT0,INF879O01027|INF174K01LT0=0.5000,INF879O01027=0.5000",within_observed_terrain,0.0796141669863224,3,0.3896455777699388
"INF174K01LT0,INF879O01027|INF174K01LT0=0.5500,INF879O01027=0.4500",within_observed_terrain,0.0796141669863224,3,0.390665581796791
"INF174K01LT0,INF879O01027|INF174K01LT0=0.6000,INF879O01027=0.4000",within_observed_terrain,0.0796141669863224,3,0.40076634217982265
